tweetId,Personal_Attack
1040567188975804421,0
1034505035143700480,0
1032878520597446657,0
1028092865694625792,0
1028754547211214849,0
1028783361358278656,0
1045295277069021184,0
1032686588646617089,1
1032416562458882048,0
1028651484404240384,0
1026941239671840769,1
1035223517451706369,0
1028607332773711872,1
1030119612946341889,0
1027611575321079808,1
1026497898555629569,1
1044990520131375104,1
1032822931473096705,0
1031750968562442241,0
1050128216323747841,0
1047718099213045760,0
1052242624122380288,1
1029149104620822528,1
1055911852620894209,0
1032803629399302144,0
1059818931278565376,0
1035352845610958848,0
1029119360470790144,0
1032123107920814081,1
1028792724516876288,0
1030851488694841344,1
1033911484806381568,1
1027767921827893248,0
1031541251588481024,1
1025979869924974594,1
1031631905534267392,0
1035126968629514241,0
1035411217337081856,0
1034968809998831621,0
1048171648166318080,0
1035345066905296896,0
1034223810780655617,0
1032283376135204864,0
1034206306792394752,0
1034084191565217792,0
1040563473061736449,1
1032415106699849728,1
1063249957182951425,1
1033821308948082688,0
1027033622082023430,0
1026795172703690752,1
1031170613153415173,0
1030462762659602432,0
1031999756971782144,0
1029269041230184448,0
1035330487152193536,0
1030124457715818496,0
1030544135076208641,0
1036504091193561088,0
1052126723075125248,0
1034590159533043713,1
1055072242751754241,0
1032120924131082241,0
1034888425156108288,1
1034189727245787137,0
1030694121210429443,0
1052970962931597313,1
1056623300531634176,0
1031204302398869509,0
1034373449731461121,0
1027081257333575681,0
1034811247714361351,0
1033820289711398913,0
1027362967736786945,0
1034115452216201216,1
1029894267487969280,0
1025491787421556737,1
1053377579682426880,1
1028402506156494849,1
1032634883796033537,0
1033362185676894208,0
1033858288113385472,1
1046193336640372736,0
1055511911230509061,1
1034926730346147841,0
1032582347990990848,1
1033045456090091521,0
1030186478788325381,0
1034970401909161984,0
1029355880964182019,1
1029689917444685825,0
1032540800989704193,1
1029509769130913793,0
1035447439153479680,0
1027665633750728704,1
1026539110532567040,0
1034139574417739778,0
1033169597510377472,0
1050872725013753856,0
1029691774418276353,0
1032176453285294080,0
1030623602444517377,1
1032057744084348928,0
1054284403851976704,1
1033802328552419328,1
1028853263288942594,1
1028156363573100544,1
1055248537561321472,1
1036706768158707713,0
1031382629906558977,0
1030509592550170626,0
1040589282107432961,1
1034382556953817088,0
1026799278742757376,0
1027156680340066305,0
1032833237305806848,0
1034035670266904576,0
1044756205225136128,0
1032074423870914565,0
1046739067445145602,0
1026655248377675781,1
1026856884635140101,0
1050691557035335680,1
1047149817124855809,0
1030485649495912449,0
1028130458272497664,0
1039891901648912384,0
1045270858208608258,1
1034637138996817920,1
1028210710294220800,0
1030629878683525120,1
1035229596080398337,1
1032539293171019776,1
1031645247472848911,1
1027932053780738049,1
1030915088444731394,0
1033140240217767937,0
1050533930078633984,1
1032661278320414720,1
1037672664293404675,1
1031589630154555393,0
1028067365966303234,1
1029492960218501120,0
1030028396556955648,0
1046478207174631426,0
1045215957650739200,0
1031914619714117633,0
1044798059836846080,0
1035147856829665280,0
1059950469961973770,0
1034802483338661888,0
1038509412904660992,1
1033815392299495424,0
1034085056959066114,1
1026808159795638272,1
1033260522731274240,1
1034605039233495040,1
1039790175264550913,1
1029185625298153472,0
1025583130038743041,0
1031674387395735557,0
1027757047884865536,0
1026947769624416257,0
1057060430839984128,0
1026639041255616519,0
1062914677452156928,1
1035058196065337345,0
1060280785503223816,0
1025449430768672768,0
1030881306043928576,0
1025769459154411520,0
1034987776658366465,1
1033327904267087872,1
1034942712686899200,0
1025788096368062464,0
1030468701735329793,1
1035531558059433986,1
1026799336062181376,0
1029301344673386496,0
1032058433745215488,1
1029705744961155073,1
1050603501624078340,0
1027333836911259648,0
1034540607996227584,0
1027158229023903744,0
1040081126616793088,0
1028867819583295490,0
1033084717535584257,1
1050671993220083712,1
1028297618907181056,1
1029003220637691904,0
1026653733743194113,0
1033316626484080640,0
1034771874969018370,0
1029128421648072707,1
1031187834667978752,1
1030576997574037510,0
1027337719909953538,0
1027684742857076738,1
1033528418267217920,1
1034971043595780097,1
1035427604566687744,0
1031952483575185408,0
1035504397248290817,0
1027884888685469699,0
1027033246306066433,0
1026452554564161537,0
1035143091274096640,1
1033841427250216960,0
1032412296784568321,1
1025655385464532992,0
1029015537186209792,0
1028618514360352768,0
1052427682120683520,0
1028712996384661504,1
1045429712988909570,1
1035252204825989120,0
1027593477671006208,1
1027222124757504000,0
1029251329531764736,0
1049670924671184897,0
1030547912193761281,0
1032930052793610240,0
1059534081543823362,0
1030164990525759488,0
1053264627239399425,1
1027570957542543360,0
1034229905578500096,1
1029863434211545090,0
1035390440361451520,0
1034787507995652096,0
1026402960509739008,0
1031953152629596161,1
1034207212187643904,1
1028750752997691393,0
1026937726384394240,0
1033414161328472066,0
1050654596568215552,0
1033564490556690432,0
1033426302420897793,1
1028861705802145792,0
1034827070440910849,0
1026614898569097216,1
1040221634618175488,1
1037812447674032129,0
1028551987682594816,1
1035482524615667712,1
1053022063470899200,1
1027811425257959424,1
1029780286848917504,0
1040229857874112512,0
1026539862629859328,0
1034920851576156160,0
1029808848142565377,0
1028638739931824128,0
1034707988236460032,0
1053355041904644096,0
1036640388105293824,1
1058599132288430080,0
1029832360014041090,0
1034809562677878784,1
1029291463044149248,0
1030580334801211392,1
1051117204798939141,0
1029599390938349568,0
1027031425474875392,0
1047566853545967616,0
1032537750451286016,0
1031365837758681088,0
1031318468015140864,0
1034241327326748677,0
1028306902608826370,0
1027163041933275136,1
1044820722005291008,0
1060535250969751552,0
1032657519041163264,1
1027256940538150912,0
1034511788019077120,0
1035105950129119232,0
1026568956079828992,0
1030630269928321025,0
1028737429509824512,0
1062413122017865729,0
1028625416213463041,1
1033773833860329472,0
1027772151217176576,0
1034341480276664320,0
1031599014574272512,0
1056887610709340162,0
1034818125676642304,1
1028650220127756291,1
1035396462656610304,0
1031592466397507584,0
1034842397828628480,0
1028119714671849472,1
1034200959402926080,0
1027620647470592000,0
1049572396322164736,0
1046019781680218112,1
1031598981275639809,1
1026999384062484480,1
1035412577252257792,0
1028597819798691841,1
1044637730565771265,0
1031317717503102976,0
1053433828461568000,0
1028966415238397953,0
1032901906656645121,1
1058410739113832448,0
1034836127709110272,1
1034438839450841091,0
1028029645407563780,0
1034959532479279104,0
1030167548212510722,0
1032625541021659138,0
1025148358757953537,1
1031924858521825280,1
1030220231099084801,0
1034427975645765632,1
1028244220820246528,1
1029836668021432320,0
1028239958962855937,0
1027408280530837505,1
1029647336056795136,1
1028985032289865730,0
1026800353436561408,1
1025809982376345600,1
1033747109046972417,1
1029160788479692801,0
1039223289049047040,0
1035412784807170049,0
1025575163822329856,1
1028460976876781568,0
1036150613766295552,0
1045516055232352256,1
1033413832939581445,0
1033570611400982528,0
1031132990389157889,0
1056905624318107648,0
1029185754193248261,0
1028464807245172736,0
1028718692148948992,1
1032416737260654593,0
1027721980382994434,0
1026569453197303808,0
1033490677760503809,0
1033420004987813888,1
1034474195768553474,0
1029755837022126080,1
1063514238164054017,0
1054709133709053952,0
1027769275577073664,0
1034831497616941056,0
1026672560862384128,1
1034804950117834754,0
1054879308274167813,1
1047284249622003717,0
1032680132799021056,0
1035323965147893760,0
1034532518438084608,1
1031617228398120961,0
1030614634938740737,0
1033766590423162880,0
1046122009523113984,0
1055163097336418306,0
1048733831061229568,0
1034561144042741766,0
1033775808630988802,1
1034696516730933248,0
1033512152366297088,0
1030938113424744448,0
1033328493126402048,0
1026518019734822919,0
1034090710834667520,1
1030770223282962437,0
1034107744498987009,1
1031204038149210112,0
1034942526296416257,0
1027977691629158401,1
1028706547340402688,0
1030140651529220103,0
1033024956991516672,0
1035153390614003712,0
1030314470919299072,0
1056169540491591680,0
1034668589159211008,1
1028235538141208576,1
1027378092807839744,1
1028065686038474752,0
1029376996357419008,0
1034819108657881088,0
1031091183848697857,0
1035139119842648065,0
1030270404131213313,1
1032371973228093440,0
1059906774222991360,0
1034818687323303937,1
1053485219326689281,1
1022187393649205251,1
1060930143831683080,1
1029741616108658688,0
1030576800278224903,0
1032246599911710721,1
1055474717988139008,0
1035141219683323905,0
1033914517544157184,0
1026850287926042625,0
1032068819454451712,0
1028795372670537728,0
1027683023918194688,0
1035242060851437569,1
1027696827347259392,1
1031298552310517760,0
1028320722467389440,0
1029137670381989891,0
1032239283577470976,1
1033110496436727819,1
1061662071933161472,0
1034216498242310145,0
1026571115693584385,0
1031733506928459776,0
1027716114032336896,0
1032744429428396033,0
1029375384398307329,1
1034541961326157824,1
1029825856447934464,0
1034896537028059136,0
1046729497410711552,1
1027262125159243778,0
1034437374363746304,1
1034760768791691265,1
1030123816687685633,1
1032265124583821312,0
1047501774368792578,0
1028861274506125312,0
1034719379022331904,1
1030013195648466944,0
1029149192579674113,0
1032027388358664193,0
1032355377973743616,0
1032488995895181312,0
1031030126673387520,0
1025047568961687553,0
1054163508957495296,1
1029156703949008898,1
1035140594132246528,1
1027950246171734016,1
1028618345921343488,0
1034548864907390978,0
1031963320750891009,0
1061960700090834945,0
1053808212833681408,0
1035001988180787201,0
1054368220096933888,0
1030519470459154434,0
1032594693455003648,0
1033910101814304770,0
1054008453075738626,0
1047218274151424000,0
1035231113923313664,0
1055213047114067968,0
1027213046190694400,0
1034579320843337728,1
1034080271006609408,0
1034898375685140480,1
1031859150941089792,1
1033023943404412929,0
1032733386274758657,0
1035213750616449024,0
1029608791015342080,0
1034970492510326784,1
1027682896390369280,0
1034499500247793664,1
1033496948785983488,0
1033697291968937985,0
1031319413616717824,0
1030540384915660803,0
1034250677160173568,0
1026563545532706817,0
1063549650941222914,1
1028652289219850240,0
1032683738931650560,0
1026862306523836417,0
1034946226188369921,0
1034880133570744321,0
1055443194987589632,0
1032557678155812869,1
1025825554715557889,0
1030236463349293056,1
1027216012943536128,1
1031971648746999816,0
1029799914610610176,0
1053407745842577408,0
1026508136255877120,0
1027891120720642050,0
1028582479052107776,0
1034178403971334149,0
1032779721594089479,1
1033348696258355200,0
1027093466428436481,1
1028044809125081089,0
1025822901503574016,0
1034210085822709763,0
1032948473396637696,0
1027728930130853890,0
1051629769064734720,0
1046017702811324417,0
1029810167892910082,0
1031722031643996161,1
1024907141809823744,0
1033070638313992192,0
1024998473764986884,0
1026047567623143424,0
1026058081078263809,0
1049321994666135552,0
1032091184976412672,1
1030190635565965313,1
1032642175803289603,1
1025776317109821442,0
1030558474738913280,0
1050556993533030400,0
1049302305902751744,0
1034205909017190400,0
1026732509315264512,0
1033366594448109569,0
1034902456323526658,0
1053290295490678784,1
1034934499438514176,1
1035146029677588480,0
1032238785722032128,0
1033754730001035264,1
1054551103755481088,0
1032834939765616640,0
1032459155016245253,0
1026672808296767488,1
1034149629460406272,1
1030442250633863169,1
1028588077931933696,0
1030262838743453696,0
1054399337579593729,0
1033954369321033728,0
1028368785579933697,0
1032587316261539840,0
1034078486913114123,0
1027680406039142401,0
1027079443041464320,0
1028349142328909824,0
1028954833389154304,1
1028240837778595845,1
1032672164208672769,0
1023971646531485697,0
1050471509087535104,1
1027486963224518657,0
1026786155977560064,1
1027662698434252801,1
1031326985421774850,0
1047185300563382272,1
1031618527395020800,0
1034080787132555266,1
1055335061430517761,0
1053042099153760256,0
1027673953563824128,0
1033390216386633735,1
1029203346899386368,1
1025467771906416641,0
1063577610725158912,0
1034372967130652672,0
1057381352453095424,1
1028574984925523969,0
1029205216502022144,0
1034734399332409345,0
1028654827688132615,0
1025992684425670656,0
1031309894736125954,0
1035308924382142464,0
1036453173366611969,0
1035475986970804225,0
1034343520981667840,0
1029146277404131328,0
1026929932805398528,0
1036604291572801536,0
1030955997190184960,1
1033080324530614273,0
1026748499273105408,0
1032588601400459265,0
1028306980530601984,1
1052783043558035456,0
1047115308958400512,1
1034970671539998720,1
1031909806066544641,1
1030733866607276032,0
1033800897275617281,0
1034084835625713664,0
1029078236313964546,0
1033505438162071552,1
1032615015566790656,0
1028618180921581568,1
1044244019243626497,1
1032610272236724226,1
1033935648611348480,0
1049546681048592384,0
1027967546178379777,0
1034840515047505920,1
1028717293528932356,1
1025543233139564544,1
1031004676785950721,0
1032933825263874048,0
1040031297937309697,0
1033166666111348738,0
1035478860501065728,0
1023924625754009600,0
1027321887393763329,0
1033980152403742721,1
1026447314569838592,0
1028948648787423234,0
1029174250236604416,0
1034679028412768256,0
1034463817521082368,0
1030370802489683968,0
1030552805000601603,0
1028600755807297538,1
1033678102117986304,1
1026946714949898241,1
1034248647343583232,1
1034273268197416960,0
1034519310704754688,0
1026626353213440001,0
1055639624591269889,0
1045758052106997765,0
1052683362509438976,0
1040896138793177088,0
1031362271946174465,1
1025483758097653760,1
1029805006642405376,0
1029793588996071424,0
1030784157377589248,0
1026479449204764673,1
1034263523294109696,0
1041031525184282624,1
1053465739406045184,1
1054366763977203719,0
1028660670164819969,0
1053670434011602944,0
1033801747435806720,1
1034830743417942016,0
1035311189159370753,0
1034976121681534976,1
1029527551767715843,0
1034473266122031105,1
1028789386077462528,0
1053251105667379200,1
1028782536363667456,0
1034087810003742721,0
1033997123203854337,0
1034943950300307458,0
1032709198126227457,0
1028768289747599360,0
1025163707297538048,0
1024638573956481024,0
1034525646070992896,0
1032705310509752320,0
1028959402831892481,0
1027473504411770880,1
1034521325447118849,1
1035300811583238150,0
1062048956375621633,0
1028117866086891520,0
1031265809199443973,1
1034869613065105413,1
1025789669718536199,0
1032458567989841920,0
1029509102446112769,0
1029649849497595905,1
1025505149157081088,1
1035418492349177856,0
1031250301913784320,0
1034526788955918336,1
1025929235779792896,0
1029680285066178560,0
1034155468359389184,0
1032500941390458880,0
1030769360208650240,0
1032634358694330368,0
1029162610753777664,1
1029632045394350080,0
1027308238851719169,1
1035504060345057280,0
1035389739946233856,0
1027679673633763328,0
1032485563008516097,0
1028677355198443520,0
1027583413795020802,1
1025487172659556352,0
1054800136184856578,0
1034815750165409797,0
1049245279902466048,0
1063209376700338176,0
1028352650838990850,1
1030206026346196992,1
1025418518249005057,1
1029596304450584576,0
1053343208003067904,0
1054369948762587136,1
1034917071082213376,1
1026454364741877761,0
1034319282287599616,1
1034453579447390214,0
1032807808679456768,0
1028295665762238464,0
1025910670058037248,1
1027120481109823489,0
1032077899824816128,0
1030359219151589376,0
1051152870920343553,0
1033030616428830720,0
1034417218510041091,1
1035169148626599936,0
1034161120528031747,0
1025709376219148288,0
1053066835745214464,0
1034951048757010432,1
1034111661265698816,0
1031668031901114373,0
1057260327157420032,0
1034870604334288898,0
1032742186893209600,1
1062575774904053765,0
1034258814374211585,1
1048690188740833280,1
1033569994737680384,0
1037543210321694720,0
1035199010678730753,0
1035343667899195392,1
1031108264518287360,0
1061107300490833920,1
1031347832157024256,0
1026446822435217408,0
1034483160548102145,0
1034189671159410688,0
1033645753082699776,0
1032625675121905664,0
1060610708105322497,1
1029514494224080896,0
1031315615510867969,0
1032291274190016514,0
1034998750249451520,0
1032674153067962368,0
1035450408599085058,0
1034589725968007171,1
1032826850786062336,1
1033309050908368896,0
1051395276924211200,1
1032032290631770113,0
1054188999588372480,0
1026904965405712385,0
1033395433467531264,0
1034514124875685889,0
1063666152394686464,0
1031956750109483008,1
1030054806084304897,0
1044530383856054272,0
1048426849360125953,1
1031678787413532673,0
1030615546235117569,0
1048471603107917824,0
1026743603652112384,1
1028314688411578368,1
1032861739619180544,1
1031908379772559361,1
1050257518109306880,0
1027322468032290816,0
1028795934531104769,0
1046248155245957120,0
1035074206474661894,0
1061034202446131200,0
1034221410351308801,1
1030648686806745089,1
1052709338790416384,0
1031004845661138944,0
1029520136091443201,0
1035293926163267584,0
1031649598409003009,0
1034762417019006977,1
1051834253103771650,1
1032231053199589377,1
1034661535090700288,0
1047828024035631104,0
1040629980265246720,0
1031075558614913024,0
1034300505487495168,0
1034406279693979649,0
1050944243479535616,0
1046153992894582785,0
1033101385481510917,0
1029366473259732994,0
1028471182373384192,1
1035468014487973889,1
1040474295615598592,0
1034299581968740352,1
1027962532273606656,0
1035547953878974464,0
1035141467889692673,0
1057399718932811777,1
1034593561357049858,0
1026956976503238656,0
1033832815018823681,0
1035165393499906053,0
1039361598274461696,0
1031386990183440384,1
1040236308466159617,0
1029918548976533504,0
1032371572261117952,0
1054990824453365760,0
1053252540480061441,0
1034123926400655360,0
1033650217428680704,0
1026537353395855363,0
1035187035215159296,0
1046879215474417664,0
1033516207645835264,0
1028392797014032385,1
1026090160956555265,0
1033130826110787585,1
1026762681972412416,0
1028051630195798016,1
1031036898091851776,0
1032104990213435392,0
1029493853001314304,0
1030933494938128384,0
1032183920174002176,0
1035507697209278464,1
1045771381970014208,0
1028694040538017798,1
1032438508286226432,0
1046180606139412482,0
1027507988209258496,1
1034744978709262337,0
1033746080179974144,0
1037057049140416512,1
1033473584432377856,0
1031656298012704768,0
1028629250406903808,0
1047713353718611968,0
1028263556813414400,0
1034768175731273728,0
1035206709726392320,0
1027228625203023874,0
1045427587353333760,1
1028320643006132224,1
1034349327106428928,0
1034777065873178626,0
1035298751898898433,1
1044935188638289921,0
1029678793827409920,1
1029508539419684864,0
1057023683653451776,0
1041040128326737920,1
1034447315355029504,0
1027737944189071360,0
1035242590596202496,0
1029003358349287424,0
1034860454508744706,1
1035225498014629889,0
1034802790718164992,0
1028800983017644033,0
1034579523059232770,1
1028726750812024841,0
1035447306752065536,0
1027323648892456960,0
1035513443867140096,0
1026452797556961280,0
1025435009635835904,0
1035146245881430020,1
1027843355521282049,0
1034699717064634368,0
1029123828297945088,0
1062019683023495169,0
1032670087218642945,0
1033052931988307970,1
1047013890322812928,1
1033477709039644674,0
1035216332977975296,0
1035494948471283712,0
1034510886092849154,0
1034916595838210057,0
1030182804514959360,0
1031915519182553088,1
1033678928991404033,1
1032836643902955521,0
1029031440472842240,0
1035431884161871872,0
1032002747061682177,0
1036519428681293824,0
1030407031096844289,1
1033101102084837376,0
1026690196450889733,0
1034468518685761536,0
1034550300164726786,0
1030596701931765761,0
1053404239496732672,0
1036553205524639744,1
1039999383058755584,0
1034458803922722816,0
1033818781829804032,0
1035522900793679872,0
1034539286304047106,1
1035429874981171200,1
1028539347660730369,1
1027952913312882690,0
1029380923593289730,1
1029200923107704838,1
1031324807436984320,1
1034123413038612482,0
1047343787079553024,0
1026068491286110209,0
1025982884824268806,0
1025531108618903553,0
1059731947612786688,0
1034346503555272704,0
1035221891194204161,0
1034166654589120514,0
1034163395719774208,0
1031945493121822720,1
1032692757767364609,0
1061637124464787457,0
1033735720744169473,1
1031855376139005952,1
1029609803063209984,0
1026671504870842368,0
1034238949860859904,1
1033932746786099200,0
1029754763888533504,0
1052370673543376896,0
1036413117222318080,1
1026666792989745153,0
1026623396333813760,1
1032710414474338307,1
1033086501238657024,1
1048652720209625089,1
1054411554500694019,0
1025855697668526081,0
1027897100829216771,0
1051721568894812161,1
1035054068719411201,0
1053337561140064256,0
1054851548025667586,0
1006708437173055489,0
1031683278925901825,0
1033496551581278209,1
1028754399563341827,0
1026326974107721729,0
1028665256132804615,1
1033806155867475968,1
1034158472085024768,0
1029879692894117889,1
1027808748155363329,1
1031215105986445312,0
1031208251285823488,0
1034979701247365121,1
